row_id,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,services_count,services_count_minmax,services_count_z
985,1,0,0.0,1,0,40.0,1,False,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
986,0,0,0.0,1,0,72.0,0,False,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
987,0,0,1.0,1,0,11.0,1,False,True,False,False,False,True,False,True,1,1.0,0.9795549114881584
988,0,1,0.0,0,0,65.0,1,False,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
989,1,0,1.0,1,0,58.0,0,False,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
990,0,0,1.0,0,1,13.0,0,False,True,False,True,False,False,True,False,0,0.0,-1.020871814608924
991,0,1,1.0,0,1,60.0,1,True,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
992,0,0,0.0,0,0,49.0,1,True,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
993,0,0,0.0,0,0,7.0,1,True,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
994,0,1,0.0,0,0,23.0,0,False,True,True,False,True,False,True,False,0,0.0,-1.020871814608924
995,1,1,1.0,0,0,47.0,1,True,False,True,False,True,False,False,True,1,1.0,0.9795549114881584
996,0,0,1.0,1,1,23.0,0,False,False,True,False,False,False,False,False,0,0.0,-1.020871814608924
997,1,1,1.0,0,0,1.0,0,False,False,False,False,True,False,True,False,0,0.0,-1.020871814608924
998,0,0,0.0,1,1,54.0,1,False,True,False,True,False,False,False,True,1,1.0,0.9795549114881584
999,1,1,0.0,1,0,36.0,0,True,False,False,True,False,True,False,True,0,0.0,-1.020871814608924
1000,0,1,1.0,0,1,64.0,1,True,False,True,False,False,True,False,True,1,1.0,0.9795549114881584
1001,0,0,0.0,0,1,32.0,0,False,True,True,False,False,False,False,False,0,0.0,-1.020871814608924
1002,1,1,0.0,0,0,18.0,0,True,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1003,1,0,1.0,1,0,40.0,0,False,False,True,False,False,True,False,False,0,0.0,-1.020871814608924
1004,0,0,0.0,0,1,19.0,0,False,True,True,False,True,False,False,True,0,0.0,-1.020871814608924
1005,1,0,1.0,0,0,5.0,1,False,True,True,False,False,True,False,True,1,1.0,0.9795549114881584
1006,1,1,1.0,0,1,69.0,1,False,True,False,False,True,False,False,False,1,1.0,0.9795549114881584
1007,0,1,1.0,0,1,35.0,1,True,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1008,0,1,1.0,1,0,24.0,1,False,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
1009,1,1,0.0,0,0,50.0,1,True,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
1010,1,0,0.0,0,1,43.0,0,True,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
1011,1,1,1.0,1,0,39.0,1,False,True,False,True,False,False,True,False,1,1.0,0.9795549114881584
1012,1,1,1.0,0,0,16.0,1,False,True,True,False,False,False,True,False,1,1.0,0.9795549114881584
1013,0,0,1.0,1,0,37.0,1,True,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
1014,0,1,1.0,1,0,63.0,1,False,True,False,False,True,False,False,True,1,1.0,0.9795549114881584
1015,1,1,0.0,0,1,32.0,1,False,False,False,True,False,True,False,False,1,1.0,0.9795549114881584
1016,0,1,1.0,1,1,15.0,0,False,True,False,False,False,False,False,False,0,0.0,-1.020871814608924
1017,0,0,1.0,0,1,68.0,1,False,True,False,True,False,False,False,True,1,1.0,0.9795549114881584
1018,0,0,0.0,0,1,64.0,0,False,True,False,True,True,False,True,False,0,0.0,-1.020871814608924
1019,0,1,1.0,0,1,54.0,1,False,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
1020,1,0,0.0,1,1,36.0,0,False,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
1021,0,0,0.0,1,1,54.0,0,False,True,False,True,True,False,False,True,0,0.0,-1.020871814608924
1022,0,1,0.0,0,0,17.0,1,True,False,False,False,False,False,False,True,1,1.0,0.9795549114881584
1023,0,0,0.0,1,0,55.0,0,False,False,True,False,False,True,False,True,0,0.0,-1.020871814608924
1024,1,1,1.0,1,1,34.0,0,False,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
1025,1,1,0.0,1,1,32.0,1,True,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
1026,0,0,1.0,0,1,43.0,1,False,True,True,False,False,True,False,False,1,1.0,0.9795549114881584
1027,1,1,1.0,0,0,22.0,1,False,True,False,True,True,False,True,False,1,1.0,0.9795549114881584
1028,0,0,0.0,0,1,40.0,1,False,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
1029,0,0,1.0,1,1,45.0,1,False,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
1030,0,0,0.0,1,1,2.0,0,False,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
1031,1,0,0.0,0,0,37.0,0,False,True,False,True,False,True,False,True,0,0.0,-1.020871814608924
1032,0,1,0.0,0,1,63.0,0,True,False,True,False,False,True,True,False,0,0.0,-1.020871814608924
1033,0,0,1.0,1,1,20.0,1,True,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
1034,1,1,0.0,1,0,32.0,0,False,True,True,False,False,False,True,False,0,0.0,-1.020871814608924
1035,0,0,0.0,1,1,40.0,1,False,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
1036,0,1,0.0,1,1,56.0,0,False,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
1037,1,1,0.0,1,0,62.0,0,True,False,False,False,False,True,False,False,0,0.0,-1.020871814608924
1038,1,0,0.0,0,0,22.0,1,False,True,False,True,False,True,True,False,1,1.0,0.9795549114881584
1039,0,0,1.0,1,0,37.0,0,False,True,False,False,False,True,True,False,0,0.0,-1.020871814608924
1040,1,1,1.0,1,1,64.0,0,True,False,False,True,False,False,False,True,0,0.0,-1.020871814608924
1041,1,1,0.0,1,1,26.0,0,False,False,True,False,True,False,False,True,0,0.0,-1.020871814608924
1042,1,0,0.0,1,0,54.0,0,False,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
1043,0,0,1.0,0,1,15.0,1,False,False,False,False,True,False,False,False,1,1.0,0.9795549114881584
1044,0,0,1.0,1,1,10.0,0,False,True,False,True,False,True,False,True,0,0.0,-1.020871814608924
1045,0,1,0.0,0,0,4.0,1,False,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
1046,1,1,1.0,1,0,62.0,1,False,False,True,False,False,True,False,True,1,1.0,0.9795549114881584
1047,0,1,1.0,0,0,38.0,1,False,False,False,True,False,True,True,False,1,1.0,0.9795549114881584
1048,0,1,0.0,0,1,61.0,0,True,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1049,1,0,0.0,1,0,65.0,1,False,False,True,False,True,False,True,False,1,1.0,0.9795549114881584
1050,1,1,1.0,0,1,17.0,0,False,False,False,True,False,True,False,False,0,0.0,-1.020871814608924
1051,0,0,0.0,0,1,71.0,1,False,True,False,True,False,True,False,True,1,1.0,0.9795549114881584
1052,1,0,0.0,1,0,64.0,0,True,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
1053,0,0,0.0,1,0,16.0,1,False,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
1054,0,0,1.0,1,1,51.0,0,True,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
1055,0,0,1.0,1,1,53.0,1,False,False,False,True,False,True,True,False,1,1.0,0.9795549114881584
1056,0,1,0.0,0,0,4.0,0,False,False,False,False,False,False,False,True,0,0.0,-1.020871814608924
1057,1,0,0.0,1,1,43.0,1,True,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1058,1,1,1.0,1,1,37.0,0,False,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
1059,0,0,0.0,1,1,17.0,1,True,False,True,False,False,False,True,False,1,1.0,0.9795549114881584
1060,1,0,1.0,1,1,9.0,0,True,False,False,False,False,False,False,False,0,0.0,-1.020871814608924
1061,1,1,0.0,1,0,68.0,1,False,True,True,False,False,False,False,True,1,1.0,0.9795549114881584
1062,0,0,0.0,0,1,13.0,0,True,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
1063,1,0,1.0,1,1,53.0,0,True,False,True,False,False,True,False,True,0,0.0,-1.020871814608924
1064,1,0,1.0,1,0,51.0,1,True,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
1065,0,0,0.0,1,1,10.0,1,True,False,False,True,False,False,False,False,1,1.0,0.9795549114881584
1066,0,0,0.0,1,0,54.0,0,True,False,False,False,False,False,False,False,0,0.0,-1.020871814608924
1067,1,1,1.0,0,1,11.0,1,False,True,True,False,True,False,False,False,1,1.0,0.9795549114881584
1068,1,0,0.0,0,0,40.0,0,False,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1069,1,1,0.0,1,0,47.0,1,False,False,False,False,False,False,False,False,1,1.0,0.9795549114881584
1070,1,1,0.0,1,1,22.0,1,True,False,False,True,True,False,True,False,1,1.0,0.9795549114881584
1071,0,0,1.0,1,0,5.0,0,False,True,False,True,False,False,False,True,0,0.0,-1.020871814608924
1072,1,1,1.0,0,1,61.0,0,False,False,False,True,True,False,False,False,0,0.0,-1.020871814608924
1073,0,0,1.0,0,1,24.0,0,True,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1074,0,1,0.0,0,1,2.0,1,False,True,False,False,False,False,False,False,1,1.0,0.9795549114881584
1075,0,0,1.0,0,1,70.0,1,False,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
1076,0,0,0.0,0,1,23.0,0,False,True,True,False,True,False,False,False,0,0.0,-1.020871814608924
1077,1,1,1.0,1,1,54.0,1,False,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
1078,0,0,1.0,0,0,62.0,1,False,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1079,1,1,0.0,1,0,44.0,0,True,False,False,False,False,True,False,False,0,0.0,-1.020871814608924
1080,1,0,0.0,1,1,23.0,0,True,False,False,True,True,False,True,False,0,0.0,-1.020871814608924
1081,1,0,1.0,0,0,1.0,1,True,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
1082,0,1,0.0,1,1,36.0,0,False,False,False,True,False,True,False,True,0,0.0,-1.020871814608924
1083,1,1,0.0,0,1,55.0,0,False,False,False,False,False,False,False,False,0,0.0,-1.020871814608924
1084,0,1,1.0,1,1,18.0,1,True,False,True,False,False,False,False,True,1,1.0,0.9795549114881584
1085,1,1,1.0,1,1,67.0,1,False,False,True,False,False,False,True,False,1,1.0,0.9795549114881584
1086,1,0,0.0,0,0,20.0,1,False,True,True,False,False,False,False,True,1,1.0,0.9795549114881584
1087,1,0,0.0,1,0,30.0,0,False,True,True,False,True,False,True,False,0,0.0,-1.020871814608924
1088,1,0,1.0,0,0,43.0,1,False,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
1089,0,0,0.0,0,1,48.0,1,False,True,False,False,True,False,False,True,1,1.0,0.9795549114881584
1090,1,0,0.0,1,0,66.0,0,True,False,False,False,True,False,True,False,0,0.0,-1.020871814608924
1091,0,1,1.0,0,1,53.0,1,False,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
1092,0,0,0.0,1,1,71.0,0,False,False,False,True,False,False,False,True,0,0.0,-1.020871814608924
1093,1,0,0.0,0,1,2.0,1,False,True,False,True,False,False,False,True,1,1.0,0.9795549114881584
1094,0,1,1.0,1,0,33.0,1,False,False,True,False,True,False,False,True,1,1.0,0.9795549114881584
1095,0,0,1.0,1,0,1.0,0,True,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
1096,1,0,0.0,1,0,57.0,1,False,False,True,False,False,True,False,True,1,1.0,0.9795549114881584
1097,1,0,1.0,1,1,44.0,1,True,False,False,True,True,False,False,True,1,1.0,0.9795549114881584
1098,0,1,1.0,0,1,30.0,1,False,False,False,False,False,False,False,False,1,1.0,0.9795549114881584
1099,0,0,1.0,0,0,18.0,1,False,True,True,False,True,False,False,False,1,1.0,0.9795549114881584
1100,0,1,0.0,1,1,28.0,0,False,False,True,False,False,True,False,True,0,0.0,-1.020871814608924
1101,0,0,0.0,0,0,42.0,1,True,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1102,1,0,1.0,0,1,9.0,0,True,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
1103,0,0,0.0,0,1,60.0,0,False,False,False,False,False,True,True,False,0,0.0,-1.020871814608924
1104,0,1,1.0,1,0,13.0,0,False,False,False,False,False,True,False,True,0,0.0,-1.020871814608924
1105,1,0,1.0,0,0,42.0,0,True,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
1106,1,0,0.0,1,0,25.0,0,False,True,False,True,False,True,False,True,0,0.0,-1.020871814608924
1107,0,1,1.0,0,1,31.0,1,False,False,True,False,False,True,False,True,1,1.0,0.9795549114881584
1108,0,1,1.0,0,1,26.0,0,False,False,False,False,False,True,True,False,0,0.0,-1.020871814608924
1109,0,0,0.0,1,0,61.0,0,False,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1110,1,1,1.0,1,1,10.0,1,False,False,True,False,True,False,True,False,1,1.0,0.9795549114881584
1111,1,0,1.0,0,1,12.0,1,False,True,False,False,True,False,True,False,1,1.0,0.9795549114881584
1112,1,0,1.0,1,1,22.0,0,False,True,False,False,False,True,False,False,0,0.0,-1.020871814608924
1113,1,0,0.0,1,1,53.0,0,True,False,False,True,False,True,False,False,0,0.0,-1.020871814608924
1114,1,0,1.0,1,1,21.0,1,False,False,False,True,False,True,False,False,1,1.0,0.9795549114881584
1115,0,0,0.0,0,1,71.0,0,False,False,True,False,True,False,True,False,0,0.0,-1.020871814608924
1116,1,1,0.0,0,1,60.0,1,False,False,False,True,False,True,True,False,1,1.0,0.9795549114881584
1117,0,0,1.0,1,0,34.0,1,False,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
1118,1,0,1.0,0,0,41.0,1,False,True,False,True,False,False,False,True,1,1.0,0.9795549114881584
1119,1,0,1.0,0,0,40.0,1,False,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1120,1,0,0.0,0,1,30.0,0,False,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
1121,0,0,1.0,0,0,43.0,1,True,False,False,True,False,True,False,False,1,1.0,0.9795549114881584
1122,0,1,1.0,0,1,26.0,1,True,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
1123,0,0,0.0,0,0,53.0,0,True,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
1124,0,0,0.0,1,1,47.0,0,False,False,False,False,True,False,True,False,0,0.0,-1.020871814608924
1125,1,0,0.0,0,0,9.0,1,False,True,False,True,False,True,False,True,1,1.0,0.9795549114881584
1126,0,1,0.0,0,1,1.0,0,False,True,False,False,False,True,False,True,0,0.0,-1.020871814608924
1127,1,0,1.0,0,1,51.0,0,False,True,False,True,False,False,False,False,0,0.0,-1.020871814608924
1128,0,0,0.0,0,0,38.0,0,True,False,True,False,False,False,False,False,0,0.0,-1.020871814608924
1129,0,0,1.0,1,1,40.0,1,False,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
1130,0,1,0.0,0,0,6.0,1,True,False,False,True,False,True,False,False,1,1.0,0.9795549114881584
1131,0,0,0.0,0,1,53.0,1,False,True,False,False,True,False,False,False,1,1.0,0.9795549114881584
1132,0,0,0.0,1,0,9.0,1,False,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
1133,1,0,1.0,1,0,58.0,0,True,False,True,False,True,False,False,True,0,0.0,-1.020871814608924
1134,1,0,0.0,0,1,37.0,1,True,False,True,False,False,True,False,False,1,1.0,0.9795549114881584
1135,1,0,0.0,1,1,14.0,1,True,False,True,False,False,False,True,False,1,1.0,0.9795549114881584
1136,0,1,1.0,0,1,11.0,0,False,True,False,True,True,False,True,False,0,0.0,-1.020871814608924
1137,0,1,1.0,1,1,10.0,0,False,True,True,False,True,False,True,False,0,0.0,-1.020871814608924
1138,1,0,1.0,1,1,61.0,1,False,True,False,False,True,False,True,False,1,1.0,0.9795549114881584
1139,0,0,1.0,0,1,34.0,0,True,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1140,1,1,1.0,0,0,51.0,1,False,True,False,True,False,False,False,False,1,1.0,0.9795549114881584
1141,0,1,0.0,1,1,12.0,0,True,False,False,True,False,False,False,True,0,0.0,-1.020871814608924
1142,0,1,1.0,1,0,52.0,1,False,True,False,True,False,True,False,False,1,1.0,0.9795549114881584
1143,0,1,1.0,0,0,54.0,0,False,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
1144,0,1,1.0,1,1,54.0,0,True,False,False,False,True,False,False,False,0,0.0,-1.020871814608924
1145,1,0,0.0,1,0,48.0,0,False,True,False,False,False,False,True,False,0,0.0,-1.020871814608924
1146,1,1,0.0,1,1,51.0,0,False,False,True,False,False,True,False,False,0,0.0,-1.020871814608924
1147,0,0,0.0,0,1,47.0,0,False,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
1148,1,0,0.0,0,1,2.0,0,True,False,False,True,False,False,False,True,0,0.0,-1.020871814608924
1149,0,1,1.0,1,0,13.0,1,False,True,True,False,False,True,False,True,1,1.0,0.9795549114881584
1150,1,1,0.0,0,0,57.0,0,False,True,True,False,True,False,False,True,0,0.0,-1.020871814608924
1151,1,1,0.0,1,0,27.0,1,False,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
1152,1,0,1.0,1,1,38.0,1,False,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
1153,1,0,1.0,1,1,19.0,1,False,True,True,False,True,False,False,True,1,1.0,0.9795549114881584
1154,0,0,1.0,1,0,37.0,0,False,True,False,True,False,True,False,True,0,0.0,-1.020871814608924
1155,0,0,0.0,1,1,58.0,0,True,False,True,False,False,True,False,True,0,0.0,-1.020871814608924
1156,1,0,0.0,0,1,15.0,0,True,False,True,False,True,False,True,False,0,0.0,-1.020871814608924
1157,0,0,0.0,0,0,52.0,1,False,True,True,False,True,False,True,False,1,1.0,0.9795549114881584
1158,0,0,1.0,0,1,18.0,0,False,False,False,False,False,True,False,True,0,0.0,-1.020871814608924
1159,1,0,1.0,0,0,60.0,0,True,False,False,True,True,False,False,False,0,0.0,-1.020871814608924
1160,1,1,1.0,1,1,7.0,0,True,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
1161,0,0,1.0,0,1,23.0,0,False,False,False,True,True,False,False,True,0,0.0,-1.020871814608924
1162,0,0,0.0,0,1,45.0,1,True,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1163,0,1,0.0,1,1,54.0,1,False,True,True,False,False,False,False,False,1,1.0,0.9795549114881584
1164,1,1,1.0,0,1,72.0,0,False,True,False,False,False,False,False,True,0,0.0,-1.020871814608924
1165,0,1,1.0,0,1,58.0,1,False,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
1166,1,0,1.0,1,0,15.0,1,True,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
1167,1,0,0.0,1,1,10.0,0,False,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
1168,0,0,0.0,0,0,16.0,1,True,False,False,False,True,False,False,True,1,1.0,0.9795549114881584
1169,1,0,1.0,0,0,43.0,1,False,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
1170,0,0,1.0,0,1,31.0,0,True,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
1171,1,1,1.0,0,0,62.0,1,False,True,True,False,False,False,False,False,1,1.0,0.9795549114881584
1172,1,1,0.0,0,0,35.0,0,False,True,True,False,False,True,False,True,0,0.0,-1.020871814608924
1173,1,0,1.0,0,0,59.0,1,False,True,True,False,False,True,True,False,1,1.0,0.9795549114881584
1174,0,1,1.0,0,0,9.0,1,False,False,False,False,True,False,False,True,1,1.0,0.9795549114881584
1175,1,1,1.0,1,0,45.0,1,False,True,True,False,False,True,True,False,1,1.0,0.9795549114881584
1176,1,1,1.0,1,0,48.0,1,True,False,True,False,False,False,False,True,1,1.0,0.9795549114881584
1177,1,0,0.0,1,1,40.0,0,False,True,False,False,False,False,False,False,0,0.0,-1.020871814608924
1178,1,0,0.0,1,0,44.0,1,False,False,False,True,True,False,False,True,1,1.0,0.9795549114881584
1179,1,0,1.0,1,0,24.0,1,False,True,True,False,False,False,False,True,1,1.0,0.9795549114881584
1180,0,1,1.0,1,0,7.0,0,True,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
1181,1,0,1.0,0,1,6.0,1,False,False,False,True,True,False,True,False,1,1.0,0.9795549114881584
1182,1,0,0.0,1,1,33.0,1,False,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
1183,1,0,0.0,1,0,31.0,1,False,False,True,False,False,True,False,False,1,1.0,0.9795549114881584
1184,0,0,1.0,1,0,3.0,0,False,True,True,False,True,False,False,True,0,0.0,-1.020871814608924
1185,1,0,1.0,0,0,2.0,1,False,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
1186,1,1,0.0,0,0,12.0,0,True,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
1187,1,1,0.0,1,0,24.0,1,True,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
1188,0,1,1.0,0,0,12.0,0,False,True,False,False,False,True,False,False,0,0.0,-1.020871814608924
1189,0,0,1.0,0,0,41.0,0,True,False,True,False,False,False,True,False,0,0.0,-1.020871814608924
1190,1,1,0.0,1,1,29.0,1,False,True,False,True,False,True,False,False,1,1.0,0.9795549114881584
1191,1,0,0.0,1,1,22.0,0,False,True,False,False,True,False,True,False,0,0.0,-1.020871814608924
1192,1,0,1.0,0,0,4.0,1,False,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
1193,1,1,0.0,0,1,3.0,0,False,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
1194,1,0,1.0,1,1,8.0,1,True,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
1195,0,0,1.0,1,0,37.0,1,True,False,True,False,False,True,False,False,1,1.0,0.9795549114881584
1196,1,1,0.0,1,1,4.0,1,False,True,True,False,True,False,False,True,1,1.0,0.9795549114881584
1197,0,1,1.0,1,0,19.0,0,False,True,False,False,True,False,True,False,0,0.0,-1.020871814608924
1198,0,0,0.0,1,0,37.0,0,False,True,True,False,False,True,False,True,0,0.0,-1.020871814608924
1199,1,1,0.0,1,0,41.0,1,False,True,False,True,True,False,False,True,1,1.0,0.9795549114881584
1200,1,0,0.0,0,1,15.0,0,False,True,False,False,False,False,False,False,0,0.0,-1.020871814608924
1201,1,1,1.0,1,1,56.0,0,False,False,False,True,False,True,False,True,0,0.0,-1.020871814608924
1202,0,0,1.0,0,0,58.0,1,False,False,False,False,False,True,False,False,1,1.0,0.9795549114881584
1203,1,0,1.0,1,0,60.0,1,True,False,False,False,True,False,True,False,1,1.0,0.9795549114881584
1204,0,0,0.0,1,0,53.0,1,True,False,False,True,False,True,True,False,1,1.0,0.9795549114881584
1205,0,0,1.0,1,1,27.0,0,False,True,True,False,False,True,False,True,0,0.0,-1.020871814608924
1206,1,1,0.0,1,1,38.0,1,False,True,False,True,True,False,True,False,1,1.0,0.9795549114881584
1207,1,1,1.0,1,0,44.0,0,True,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
1208,1,0,0.0,0,0,53.0,0,False,False,True,False,False,False,True,False,0,0.0,-1.020871814608924
1209,1,1,0.0,1,1,35.0,1,True,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
1210,0,0,0.0,0,1,46.0,0,True,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
1211,0,1,0.0,1,1,72.0,0,False,True,False,True,False,False,False,True,0,0.0,-1.020871814608924
1212,0,0,0.0,0,1,55.0,1,True,False,False,False,False,True,False,False,1,1.0,0.9795549114881584
1213,0,1,0.0,0,1,47.0,0,False,True,False,False,False,False,False,True,0,0.0,-1.020871814608924
1214,0,0,0.0,1,1,7.0,1,True,False,True,False,False,False,False,False,1,1.0,0.9795549114881584
1215,1,1,1.0,1,1,64.0,1,False,True,False,False,True,False,False,True,1,1.0,0.9795549114881584
1216,1,1,0.0,0,0,29.0,0,False,False,True,False,True,False,False,True,0,0.0,-1.020871814608924
1217,1,0,0.0,1,0,70.0,1,False,False,True,False,False,False,False,False,1,1.0,0.9795549114881584
1218,0,1,0.0,0,1,67.0,1,False,True,False,True,True,False,True,False,1,1.0,0.9795549114881584
1219,1,1,0.0,1,0,53.0,0,True,False,True,False,True,False,False,True,0,0.0,-1.020871814608924
1220,0,1,0.0,1,1,41.0,0,True,False,False,True,True,False,False,True,0,0.0,-1.020871814608924
1221,0,0,0.0,0,0,25.0,1,False,False,False,True,True,False,True,False,1,1.0,0.9795549114881584
1222,1,0,1.0,1,0,41.0,0,False,True,False,True,False,False,True,False,0,0.0,-1.020871814608924
1223,0,0,1.0,0,0,49.0,1,True,False,True,False,True,False,True,False,1,1.0,0.9795549114881584
1224,0,1,0.0,1,0,67.0,1,False,True,False,False,False,True,False,False,1,1.0,0.9795549114881584
1225,1,1,1.0,0,1,19.0,1,False,True,True,False,False,False,True,False,1,1.0,0.9795549114881584
1226,0,0,1.0,0,1,61.0,1,True,False,True,False,False,False,False,False,1,1.0,0.9795549114881584
1227,1,1,1.0,0,0,12.0,1,True,False,True,False,True,False,True,False,1,1.0,0.9795549114881584
1228,0,1,1.0,0,1,56.0,0,False,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
1229,1,0,0.0,1,0,54.0,0,False,True,True,False,True,False,True,False,0,0.0,-1.020871814608924
1230,1,0,1.0,0,1,9.0,0,True,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
1231,1,0,0.0,1,1,33.0,0,False,True,False,True,True,False,False,False,0,0.0,-1.020871814608924
1232,0,1,1.0,0,0,26.0,0,False,False,False,False,False,True,True,False,0,0.0,-1.020871814608924
1233,0,0,1.0,1,0,18.0,0,False,True,False,True,False,True,False,True,0,0.0,-1.020871814608924
1234,1,0,0.0,1,1,33.0,0,False,False,False,False,False,True,False,True,0,0.0,-1.020871814608924
1235,0,0,1.0,0,1,15.0,1,True,False,False,True,True,False,False,True,1,1.0,0.9795549114881584
1236,0,1,0.0,0,1,52.0,1,True,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
1237,0,1,0.0,1,0,19.0,0,False,True,False,True,True,False,False,False,0,0.0,-1.020871814608924
1238,0,1,0.0,0,1,37.0,0,False,False,False,True,True,False,True,False,0,0.0,-1.020871814608924
1239,0,0,0.0,1,0,14.0,1,True,False,False,True,True,False,True,False,1,1.0,0.9795549114881584
1240,0,1,1.0,0,1,26.0,0,False,True,True,False,False,True,False,False,0,0.0,-1.020871814608924
1241,1,1,0.0,1,0,41.0,0,False,False,False,False,True,False,False,False,0,0.0,-1.020871814608924
1242,1,1,0.0,0,1,39.0,0,True,False,False,False,False,True,True,False,0,0.0,-1.020871814608924
1243,0,0,0.0,0,1,69.0,0,True,False,True,False,False,False,False,False,0,0.0,-1.020871814608924
1244,1,1,0.0,1,0,62.0,1,False,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
1245,0,1,1.0,0,0,14.0,0,False,True,True,False,False,True,False,False,0,0.0,-1.020871814608924
1246,1,0,0.0,0,0,41.0,1,False,False,True,False,False,False,True,False,1,1.0,0.9795549114881584
1247,0,1,0.0,1,1,11.0,1,True,False,True,False,True,False,False,True,1,1.0,0.9795549114881584
1248,0,1,0.0,1,0,35.0,1,True,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
1249,1,1,0.0,1,0,19.0,1,False,True,True,False,False,False,False,False,1,1.0,0.9795549114881584
1250,0,0,0.0,1,0,67.0,0,True,False,False,False,False,False,False,False,0,0.0,-1.020871814608924
